ID_A;DV_A;MACROZONA;TAMANO;TRAMO;FE;P200;P201;P202;P203;P230;P231;P232;P233;P234;P235;P236;P237;P238;P239;P240;P241;P242;P243;P244;P245;P228;P229;P3000;P3002;P3004;P3006;P3330;P3336;P3338;P3331;P3337;P3339;P3231;P3232;P3233;P3234;P3235;P3237;P3238;P3240;P3248;P3250;P3265;P3241;P3242;P3243;P3244;P3046;P3047;P3048;P3049;P3050;P3051;P3253;P3254;P3255;P3256;P3257;P3266;P3267;P3268;P3271;P4000;P4002;P4003;P3055;P4118;P3344;P3269;P3270;P3057;P4119;P3345;P4139;P3084;P3085;P4140;P3086;P3087;P4141;P3088;P3089;P4142;P3090;P3091;P4143;P3294;P3295;P4144;P3092;P3093;P4122;P4145;P4120;P4121;P3342;P3343;P3102;P3104;P3106;P3108;P3110;P3112;P3114;P3116;P3132;P3118;P3120;P3122;P3124;P3126;P3128;P3130;P3134;P3103;P3105;P3107;P3109;P3111;P3113;P3115;P3117;P3133;P3119;P3121;P3123;P3125;P3127;P3129;P3131;P3135;P3146;P3147;P3148;P4005;P4006;P4004;P4124;P4127;P4125;P4146;P3136;P4147;P3139;P4148;P3142;P4149;P3145;P4150;P3281;P4151;P3154;P4152;P3157;P4153;P3332;P4154;P3333;P4155;P3334;P4156;P3335;P3162;P3164;P3166;P3168;P3170;P3172;P3174;P3176;P3178;P3180;P3182;P3184;P3186;P3188;P3190;P3192;P3282;P3283;P3284;P3320;P3321;P3323;P3324;P3326;P3327;P3329;P4008;P4010;P4011;P4012;P4013;P4014;P4015;P4016;P4017;P4018;P4019;P4020;P4021;P4022;P4023;P4024;P4025;P4026;P4027;P4028;P4029;P4030;P4031;P4032;P4033;P4034;P4035;P4036;P4037;P4038;P4180;P4181;P4182;P4183;P4184;P4185;P4186;P4187;P4188;P4189;P4190;P4039;P4040;P4041;P4042;P4043;P4044;P4046;P4045;P4047;P3196;P3197;P3285;P3198;P3199;P3200;P3286;P3201;P3202;P3287;P3288;P3289;P3290;P3291;P3293;P3296;P3297;P3298;P4157;P4059;P4163;P4169;P4158;P4062;P4164;P4170;P4159;P4065;P4165;P4171;P4160;P4068;P4166;P4172;P4161;P4071;P4167;P4173;P4162;P4074;P4168;P4174;P4113;P4175;P4176;P4177;P4178;P4179;P3220;P3222;P4116;P3230;P024;P041;P026;P027;P040;P028;P0281;P021
23279;9;4;1;2;1,561950491;8804450;7828105;0;0;0;41;18;11;0;0;0;70;0;11;2;4;0;0;0;17;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;0;0;0;0;0;;1;3;1;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2006;1;100;0;0;4;;0
23280;5;4;1;2;1,561950491;14439363;9595210;0;0;35;33;2;10;0;0;1;81;8;13;3;12;0;0;0;36;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;3;4;4;2;4;4;4;4;4;4;4;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;2018;1;100;0;0;8;;0
23281;3;13;1;2;13,62648022;2937982;2366657;0;0;2;11;8;4;0;0;0;25;0;4;0;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;2;2;2;3;3;3;2;2;4;3;3;3;3;2;3;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;4;;1
23282;1;13;3;2;1,891675093;220843;362562;0;0;0;6;0;2;0;0;0;8;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;8;;0
23283;9;13;1;2;113,1588414;5660324;5696275;0;0;0;0;0;0;0;0;28;28;0;0;0;0;0;0;18;18;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;0;0;0;1;0;;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;8;;0
23284;1;4;3;2;30,54545455;70948;53176;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;3;3;3;1;2;3;3;2;2;2;3;1;2;3;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;0;100;0;0;8;;0
23285;5;13;1;2;1,256097561;15680705;16274098;0;23395;0;15;10;20;0;0;0;45;0;0;5;13;0;0;0;18;2;5;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;0;0;100;0;2;;1
23286;9;2;3;2;115,3206644;73780;48489;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018;2018;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;3;1;1;1;1;3;2;2;2;2;2;2;2;2;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;1;2018;1;100;0;0;2;;0
23287;3;13;2;2;27,63324473;1506537;1745951;0;0;5;25;24;10;0;0;0;64;0;15;10;4;0;0;0;29;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;3;3;1;1;1;3;3;2;1;4;3;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;2;;0
23289;3;4;1;2;2,475;6172349;5738172;34318;37454;0;2;3;4;2;0;0;11;0;1;1;5;1;0;0;8;200;200;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;3;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;5;95;0;4;;0
23291;6;13;3;2;49,88460664;700000;700000;350000;350000;0;4;0;0;0;0;0;4;0;2;0;1;0;0;0;3;20;20;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;3;2;2;3;2;2;3;3;3;1;1;2;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;8;;0
23292;1;13;2;2;17,75483804;2027496;1669528;0;0;0;0;0;37;0;0;0;37;0;0;0;22;0;0;0;22;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;8;;0
23293;8;13;2;2;7,330301396;828320;602309;0;397154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;1;0;100;0;8;;1
23294;9;4;1;2;1,561950491;3484542;5268548;0;0;20;140;1;1;0;0;0;162;0;0;4;1;0;0;0;5;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;1;1;2;2;4;4;4;2;1;2;1;1;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;9;;0
23295;8;3;3;2;191,358082;283977;261465;0;0;0;0;0;7;1;0;0;8;0;2;0;1;0;0;0;3;15;10;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;2;1;1;1;2;3;3;1;4;4;3;1;3;4;1;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;2007;1;100;0;0;4;;0
23296;1;13;2;2;10,83475588;1409343;1584971;0;0;0;2;1;10;0;0;0;13;0;3;2;5;0;0;0;10;13;10;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;4;;0
23298;7;13;3;2;31,5629002;129058;10093;129058;10093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;0;0;0;0;0;0;1;ESTA EMPRESA ES UNA FILIAL;7;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;1;100;0;0;8;;1
23300;5;3;1;1;1;9134012;5310456;0;0;2;406;64;24;0;0;0;496;2;348;41;14;0;0;0;405;346;10;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;0;0;0;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;3;2;2;2;3;3;1;3;3;3;3;1;3;3;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;1;2007;0;100;0;0;8;;1
23301;6;13;1;2;7,620323412;22669319;1862721;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;3;20;20;0;0;;;;;;;;;;;;;0;0;1;0;0;1;1;0;1;0;0;3;2;1;2;4;4;1;3;2;3;1;2;2;4;0;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;0;0;0;0;0;;1;1;2;2;2;1;3;2;3;3;4;2;3;2;3;3;2;2;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;2007;0;100;0;0;4;;1
23302;3;13;3;2;3,700553199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;1;100;0;0;8;;0
23303;1;2;3;2;23,72473606;100000;20000;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;4;1;4;1;4;4;1;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2008;1;100;0;0;2;;0
23304;3;13;3;2;70,41158938;131825;177451;0;0;3;3;0;2;0;0;0;8;0;0;1;0;0;0;0;1;6;9;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;1;0;0;1;15000;1;0;0;;1;0;0;;1;0;0;;1;0;0;;1;0;0;;;1;0;0;;0;;;;;;;;;;;;;;;;;;;;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;2018;1;100;0;0;8;;0
23306;3;13;3;2;13,34119662;632706;268489;0;0;0;1;1;0;0;0;0;2;0;5;2;1;0;0;0;8;1;1;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;4;4;4;4;1;4;4;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;2;;0
23307;5;2;3;2;39,29627944;98590;90876;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;1;100;0;0;2;;1
23308;8;13;1;2;7,156228421;9358662;6062837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;1;1;1;0;0;1;0;0;0;4;4;3;2;2;4;2;1;4;3;2;4;4;4;0;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;4;1;4;1;2;4;2;1;4;2;4;4;2;3;2;4;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;2;2007;1;100;0;0;8;;1
23309;3;13;3;2;3,700553199;143815;139205;0;0;0;0;0;4;0;0;0;4;0;0;0;3;0;0;0;3;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;2;2;4;3;3;3;4;4;3;3;4;3;1;4;2;4;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;2;2018;1;100;0;0;8;;0
23310;7;13;3;2;31,19274036;239890;89590;0;0;5;3;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;2;1;1;2;2;2;1;1;4;2;4;4;3;3;2;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;1;2;2019;1;100;0;0;9;;0
23311;9;13;3;2;6,890007167;205822;167136;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;2;2;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;4;2;1;1;1;1;1;2;3;3;3;3;3;3;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2005;1;100;0;0;2;;0
23312;3;13;3;2;63,97969656;524124;318061;0;0;0;15;4;0;0;0;0;19;0;0;2;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2007;1;100;0;0;2;;0
23313;2;4;3;2;153,332111;123569;193313;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;41;33;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;0;0;1;0;0;0;0;;3;1;3;1;1;1;1;2;1;1;3;2;1;1;1;1;2;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;0;0;1;2018;1;100;0;0;9;;0
23315;8;13;2;2;7,429203521;1780091;1611861;0;0;0;5;9;10;1;0;0;25;0;3;5;9;1;0;0;18;8;10;0;0;;;;;;;;;;;;;0;1;1;1;1;1;1;1;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;;;0;;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;1;0;1;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2018;1;100;0;0;8;;1
